agent,iteration,layer1,layer2,decision, payoff, norm or self, change
agent036,3,26,24,26,26.0,self,2
agent037,3,42,24,42,42.0,self,3
agent038,3,30,24,30,30.0,self,3
agent039,3,45,24,45,45.0,self,3
agent03a,3,38,26,38,38.0,self,2
agent03b,3,17,22,17,17.0,self,3
agent03c,3,34,32,34,34.0,self,3
agent03d,3,46,34,46,46.0,self,2
agent03e,3,14,34,14,14.0,self,2
agent03f,3,29,26,29,29.0,self,1
agent040,3,20,45,20,20.0,self,1
agent041,3,37,24,37,37.0,self,1
agent042,3,20,24,20,20.0,self,2
agent043,3,24,22,24,24.0,self,2
agent044,3,9,16,9,9.0,self,1
agent045,3,49,32,49,49.0,self,3
agent046,3,43,8,43,43.0,self,3
agent047,3,23,32,23,23.0,self,2
agent048,3,22,24,22,22.0,self,1
agent049,3,43,24,43,43.0,self,2
agent04a,3,11,20,11,11.0,self,1
agent04b,3,28,24,28,28.0,self,2
agent04c,3,11,19,11,11.0,self,1
agent04d,3,33,19,33,33.0,self,2
agent04e,3,46,24,46,46.0,self,3
agent04f,3,9,16,9,9.0,self,2
agent050,3,41,24,41,41.0,self,2
agent051,3,36,41,36,36.0,self,1
agent052,3,41,20,41,41.0,self,2
agent053,3,43,8,43,43.0,self,2
agent054,3,16,32,16,16.0,self,2
agent055,3,12,22,12,12.0,self,1
agent056,3,5,24,5,5.0,self,1
agent057,3,19,34,19,19.0,self,1
agent058,3,45,24,45,45.0,self,2
agent059,3,20,22,20,20.0,self,2
agent05a,3,25,20,25,25.0,self,2
agent05b,3,35,24,35,35.0,self,3
agent05c,3,32,24,32,32.0,self,3
agent05d,3,8,32,8,8.0,self,1
agent05e,3,34,34,34,34.0,self,3
agent05f,3,21,18,21,21.0,self,2
agent060,3,45,45,45,45.0,self,2
agent061,3,19,32,19,19.0,self,1
agent062,3,24,19,24,24.0,self,3
agent063,3,19,8,19,19.0,self,2
agent064,3,36,24,36,36.0,self,3
agent065,3,36,19,36,36.0,self,1
agent066,3,28,24,28,28.0,self,3
agent067,3,18,32,18,18.0,self,1
agent068,3,45,11,45,45.0,self,3
agent069,3,24,32,24,24.0,self,2
agent06a,3,13,24,13,13.0,self,2
agent06b,3,31,20,31,31.0,self,2
agent06c,3,25,43,25,25.0,self,3
agent06d,3,29,45,29,29.0,self,1
agent06e,3,46,32,46,46.0,self,2
agent06f,3,39,43,39,39.0,self,1
agent070,3,8,24,8,8.0,self,1
agent071,3,40,41,40,40.0,self,1
agent072,3,11,9,11,11.0,self,2
agent073,3,40,24,40,40.0,self,2
agent074,3,43,24,43,43.0,self,1
agent075,3,15,41,15,15.0,self,1
agent076,3,46,34,46,46.0,self,3
agent077,3,38,22,38,38.0,self,2
agent078,3,29,43,29,29.0,self,3
agent079,3,32,24,32,32.0,self,3
agent07a,3,50,19,50,50.0,self,3
agent07b,3,25,24,25,25.0,self,1
agent07c,3,22,34,22,22.0,self,2
agent07d,3,17,9,17,17.0,self,1
agent07e,3,24,24,24,24.0,self,3
agent07f,3,16,24,16,16.0,self,3
agent080,3,19,43,19,19.0,self,1
agent081,3,36,8,36,36.0,self,2
agent082,3,47,45,47,47.0,self,3
agent083,3,8,24,8,8.0,self,1
agent084,3,26,24,26,26.0,self,1
agent085,3,12,24,12,12.0,self,1
agent086,3,32,26,32,32.0,self,3
agent087,3,34,34,34,34.0,self,1
agent088,3,24,9,24,24.0,self,1
agent089,3,41,22,41,41.0,self,1
agent08a,3,32,26,32,32.0,self,1
agent08b,3,28,24,28,28.0,self,3
agent08c,3,20,39,20,20.0,self,2
agent08d,3,24,22,24,24.0,self,2
agent08e,3,34,32,34,34.0,self,3
agent08f,3,23,32,23,23.0,self,1
agent090,3,39,19,39,39.0,self,3
agent091,3,39,24,39,39.0,self,2
agent092,3,30,24,30,30.0,self,1
agent093,3,45,24,45,45.0,self,3
agent094,3,38,24,38,38.0,self,1
agent095,3,41,20,41,41.0,self,1
agent096,3,31,24,31,31.0,self,2
agent097,3,51,22,51,51.0,self,3
agent098,3,40,19,40,40.0,self,3
agent099,3,18,32,18,18.0,self,1
agent09a,3,32,22,32,32.0,self,3
agent09b,3,18,11,18,18.0,self,3
agent09c,3,42,38,42,42.0,self,1
agent09d,3,48,38,48,48.0,self,2
agent09e,3,24,30,24,24.0,self,3
agent09f,3,5,8,5,5.0,self,1
agent0a0,3,48,32,48,48.0,self,3
agent0a1,3,30,24,30,30.0,self,1
agent0a2,3,6,26,6,6.0,self,1
agent0a3,3,48,24,48,48.0,self,2
agent0a4,3,38,28,38,38.0,self,1
agent0a5,3,42,24,42,42.0,self,1
agent0a6,3,32,34,32,32.0,self,1
agent0a7,3,47,20,47,47.0,self,2
agent0a8,3,39,16,39,39.0,self,2
agent0a9,3,45,39,45,45.0,self,2
agent0aa,3,40,34,40,40.0,self,2
agent0ab,3,9,38,9,9.0,self,2
agent0ac,3,28,24,28,28.0,self,2
agent0ad,3,26,9,26,26.0,self,2
agent0ae,3,42,34,42,42.0,self,3
agent0af,3,49,19,49,49.0,self,3
agent0b0,3,51,24,51,51.0,self,3
agent0b1,3,26,45,26,26.0,self,3
agent0b2,3,22,32,22,22.0,self,1
agent0b3,3,11,24,11,11.0,self,1
agent0b4,3,25,24,25,25.0,self,1
agent0b5,3,33,19,33,33.0,self,1
agent0b6,3,43,45,43,43.0,self,1
agent0b7,3,19,29,19,19.0,self,1
agent0b8,3,12,26,12,12.0,self,2
agent0b9,3,37,24,37,37.0,self,3
agent0ba,3,24,26,24,24.0,self,2
agent0bb,3,34,20,34,34.0,self,2
agent0bc,3,9,22,9,9.0,self,2
agent0bd,3,6,26,6,6.0,self,1
agent0be,3,23,34,23,23.0,self,2
agent0bf,3,44,41,44,44.0,self,1
agent0c0,3,45,43,45,45.0,self,2
agent0c1,3,46,41,46,46.0,self,2
agent0c2,3,43,24,43,43.0,self,3
agent0c3,3,28,38,28,28.0,self,1
agent0c4,3,43,24,43,43.0,self,1
agent0c5,3,30,32,30,30.0,self,1
agent0c6,3,28,32,28,28.0,self,2
agent0c7,3,24,8,24,24.0,self,3
agent000,4,38,28,28,28.0,norm,7
agent001,4,45,28,28,28.0,norm,14
agent002,4,9,31,31,31.0,norm,23
agent003,4,27,27,27,27.0,norm eq. self,1
agent004,4,35,27,27,27.0,norm,5
agent005,4,22,30,30,30.0,norm,9
agent006,4,9,30,30,30.0,norm,22
agent007,4,33,28,28,28.0,norm,4
agent008,4,23,29,29,29.0,norm,9
agent009,4,42,29,29,29.0,norm,12
agent00a,4,35,31,31,31.0,norm,3
agent00b,4,47,28,28,28.0,norm,17
agent00c,4,10,30,30,30.0,norm,21
agent00d,4,28,33,33,33.0,norm,7
agent00e,4,44,29,29,29.0,norm,12
agent00f,4,27,30,30,30.0,norm,5
agent010,4,51,29,29,29.0,norm,19
agent011,4,28,29,29,29.0,norm,2
agent012,4,21,26,26,26.0,norm,7
agent013,4,37,30,30,30.0,norm,6
agent014,4,22,32,32,32.0,norm,13
agent015,4,40,28,28,28.0,norm,9
agent016,4,42,30,30,30.0,norm,11
agent017,4,17,31,31,31.0,norm,17
agent018,4,26,27,27,27.0,norm,3
agent019,4,35,28,28,28.0,norm,5
agent01a,4,30,29,29,29.0,norm,2
agent01b,4,37,30,30,30.0,norm,4
agent01c,4,27,28,28,28.0,norm,2
agent01d,4,41,30,30,30.0,norm,8
agent01e,4,27,28,28,28.0,norm,3
agent01f,4,18,30,30,30.0,norm,14
agent020,4,24,27,27,27.0,norm,5
agent021,4,21,31,31,31.0,norm,13
agent022,4,27,32,32,32.0,norm,8
agent023,4,37,31,31,31.0,norm,5
agent024,4,17,27,27,27.0,norm,11
agent025,4,6,28,28,28.0,norm,23
agent026,4,14,28,28,28.0,norm,16
agent027,4,24,27,27,27.0,norm,5
agent028,4,31,29,29,29.0,norm,1
agent029,4,49,29,29,29.0,norm,18
agent02a,4,12,30,30,30.0,norm,20
agent02b,4,29,28,28,28.0,norm,0
agent02c,4,34,30,30,30.0,norm,1
agent02d,4,41,28,28,28.0,norm,10
agent02e,4,23,31,31,31.0,norm,9
agent02f,4,28,28,28,28.0,norm eq. self,2
agent030,4,40,32,32,32.0,norm,7
agent031,4,37,32,32,32.0,norm,2
agent032,4,30,27,27,27.0,norm,2
agent033,4,27,29,29,29.0,norm,5
agent034,4,7,31,31,31.0,norm,25
agent035,4,23,31,31,31.0,norm,9
agent036,4,28,28,28,28.0,norm eq. self,2
agent037,4,45,28,28,28.0,norm,14
agent038,4,33,29,29,29.0,norm,1
agent039,4,48,28,28,28.0,norm,17
agent03a,4,40,28,28,28.0,norm,10
agent03b,4,20,31,31,31.0,norm,14
agent03c,4,37,27,27,27.0,norm,7
agent03d,4,48,31,31,31.0,norm,15
agent03e,4,16,31,31,31.0,norm,17
agent03f,4,30,28,28,28.0,norm,1
agent040,4,21,32,32,32.0,norm,12
agent041,4,38,30,30,30.0,norm,7
agent042,4,22,27,27,27.0,norm,7
agent043,4,26,28,28,28.0,norm,4
agent044,4,10,28,28,28.0,norm,19
agent045,4,52,28,28,28.0,norm,21
agent046,4,46,29,29,29.0,norm,14
agent047,4,25,32,32,32.0,norm,9
agent048,4,23,31,31,31.0,norm,9
agent049,4,45,29,29,29.0,norm,14
agent04a,4,12,29,29,29.0,norm,18
agent04b,4,30,30,30,30.0,norm eq. self,2
agent04c,4,12,31,31,31.0,norm,20
agent04d,4,35,29,29,29.0,norm,4
agent04e,4,49,27,27,27.0,norm,19
agent04f,4,11,31,31,31.0,norm,22
agent050,4,43,32,32,32.0,norm,9
agent051,4,37,32,32,32.0,norm,4
agent052,4,43,29,29,29.0,norm,12
agent053,4,45,30,30,30.0,norm,13
agent054,4,18,28,28,28.0,norm,12
agent055,4,13,28,28,28.0,norm,16
agent056,4,6,30,30,30.0,norm,25
agent057,4,20,30,30,30.0,norm,11
agent058,4,47,31,31,31.0,norm,14
agent059,4,22,27,27,27.0,norm,7
agent05a,4,27,28,28,28.0,norm,3
agent05b,4,38,31,31,31.0,norm,4
agent05c,4,35,31,31,31.0,norm,1
agent05d,4,9,30,30,30.0,norm,22
agent05e,4,37,30,30,30.0,norm,4
agent05f,4,23,27,27,27.0,norm,6
agent060,4,47,28,28,28.0,norm,17
agent061,4,20,28,28,28.0,norm,9
agent062,4,27,29,29,29.0,norm,5
agent063,4,21,27,27,27.0,norm,8
agent064,4,39,28,28,28.0,norm,8
agent065,4,37,30,30,30.0,norm,6
agent066,4,31,30,30,30.0,norm,2
agent067,4,19,29,29,29.0,norm,11
agent068,4,48,28,28,28.0,norm,17
agent069,4,26,30,30,30.0,norm,6
agent06a,4,15,29,29,29.0,norm,16
agent06b,4,33,29,29,29.0,norm,2
agent06c,4,28,30,30,30.0,norm,5
agent06d,4,30,29,29,29.0,norm,0
agent06e,4,48,28,28,28.0,norm,18
agent06f,4,40,32,32,32.0,norm,7
agent070,4,9,28,28,28.0,norm,20
agent071,4,41,30,30,30.0,norm,10
agent072,4,13,29,29,29.0,norm,18
agent073,4,42,29,29,29.0,norm,11
agent074,4,44,30,30,30.0,norm,13
agent075,4,16,30,30,30.0,norm,15
agent076,4,49,28,28,28.0,norm,18
agent077,4,40,26,26,26.0,norm,12
agent078,4,32,31,31,31.0,norm,2
agent079,4,35,27,27,27.0,norm,5
agent07a,4,53,29,29,29.0,norm,21
agent07b,4,26,29,29,29.0,norm,4
agent07c,4,24,29,29,29.0,norm,7
agent07d,4,18,27,27,27.0,norm,10
agent07e,4,27,29,29,29.0,norm,5
agent07f,4,19,29,29,29.0,norm,13
agent080,4,20,29,29,29.0,norm,10
agent081,4,38,27,27,27.0,norm,9
agent082,4,50,30,30,30.0,norm,17
agent083,4,9,29,29,29.0,norm,21
agent084,4,27,27,27,27.0,norm eq. self,1
agent085,4,13,26,26,26.0,norm,14
agent086,4,35,26,26,26.0,norm,6
agent087,4,35,31,31,31.0,norm,3
agent088,4,25,30,30,30.0,norm,6
agent089,4,42,29,29,29.0,norm,12
agent08a,4,33,29,29,29.0,norm,3
agent08b,4,31,28,28,28.0,norm,0
agent08c,4,22,31,31,31.0,norm,11
agent08d,4,26,29,29,29.0,norm,5
agent08e,4,37,31,31,31.0,norm,3
agent08f,4,24,30,30,30.0,norm,7
agent090,4,42,29,29,29.0,norm,10
agent091,4,41,29,29,29.0,norm,10
agent092,4,31,32,32,32.0,norm,2
agent093,4,48,30,30,30.0,norm,15
agent094,4,39,27,27,27.0,norm,11
agent095,4,42,30,30,30.0,norm,11
agent096,4,33,28,28,28.0,norm,3
agent097,4,54,30,30,30.0,norm,21
agent098,4,43,30,30,30.0,norm,10
agent099,4,19,31,31,31.0,norm,13
agent09a,4,35,28,28,28.0,norm,4
agent09b,4,21,29,29,29.0,norm,11
agent09c,4,43,30,30,30.0,norm,12
agent09d,4,50,30,30,30.0,norm,18
agent09e,4,27,29,29,29.0,norm,5
agent09f,4,6,28,28,28.0,norm,23
agent0a0,4,51,30,30,30.0,norm,18
agent0a1,4,31,30,30,30.0,norm,0
agent0a2,4,7,28,28,28.0,norm,22
agent0a3,4,50,28,28,28.0,norm,20
agent0a4,4,39,27,27,27.0,norm,11
agent0a5,4,43,29,29,29.0,norm,13
agent0a6,4,33,29,29,29.0,norm,3
agent0a7,4,49,31,31,31.0,norm,16
agent0a8,4,41,28,28,28.0,norm,11
agent0a9,4,47,30,30,30.0,norm,15
agent0aa,4,42,29,29,29.0,norm,11
agent0ab,4,11,30,30,30.0,norm,21
agent0ac,4,30,28,28,28.0,norm,0
agent0ad,4,28,26,26,26.0,norm,0
agent0ae,4,45,32,32,32.0,norm,10
agent0af,4,52,26,26,26.0,norm,23
agent0b0,4,54,29,29,29.0,norm,22
agent0b1,4,29,30,30,30.0,norm,4
agent0b2,4,23,29,29,29.0,norm,7
agent0b3,4,12,30,30,30.0,norm,19
agent0b4,4,26,27,27,27.0,norm,2
agent0b5,4,34,27,27,27.0,norm,6
agent0b6,4,44,30,30,30.0,norm,13
agent0b7,4,20,30,30,30.0,norm,11
agent0b8,4,14,28,28,28.0,norm,16
agent0b9,4,40,29,29,29.0,norm,8
agent0ba,4,26,30,30,30.0,norm,6
agent0bb,4,36,26,26,26.0,norm,8
agent0bc,4,11,28,28,28.0,norm,19
agent0bd,4,7,28,28,28.0,norm,22
agent0be,4,25,28,28,28.0,norm,5
agent0bf,4,45,30,30,30.0,norm,14
agent0c0,4,47,31,31,31.0,norm,14
agent0c1,4,48,30,30,30.0,norm,16
agent0c2,4,46,28,28,28.0,norm,15
agent0c3,4,29,32,32,32.0,norm,4
agent0c4,4,44,29,29,29.0,norm,14
agent0c5,4,31,29,29,29.0,norm,1
agent0c6,4,30,28,28,28.0,norm,0
agent0c7,4,27,29,29,29.0,norm,5
agent000,5,30,32,28,28.0,norm,0
agent001,5,29,32,28,28.0,norm,0
agent002,5,32,30,31,31.0,norm,0
agent003,5,28,30,27,27.0,norm,0
agent004,5,29,30,27,27.0,norm,0
agent005,5,31,30,30,30.0,norm,0
agent006,5,31,30,30,30.0,norm,0
agent007,5,28,30,28,28.0,norm eq. self,0
agent008,5,32,29,29,29.0,norm,0
agent009,5,29,29,29,29.0,norm eq. self,0
agent00a,5,31,30,31,31.0,norm eq. self,0
agent00b,5,29,29,28,28.0,norm,0
agent00c,5,31,30,30,30.0,norm,0
agent00d,5,35,30,33,33.0,norm,0
agent00e,5,30,30,29,29.0,norm,0
agent00f,5,32,30,30,30.0,norm,0
agent010,5,30,30,29,29.0,norm,0
agent011,5,30,30,29,29.0,norm,0
agent012,5,28,30,26,26.0,norm,0
agent013,5,30,32,30,30.0,norm eq. self,0
agent014,5,35,29,32,32.0,norm,0
agent015,5,30,31,28,28.0,norm,0
agent016,5,30,30,30,30.0,norm eq. self,0
agent017,5,34,30,31,31.0,norm,0
agent018,5,29,30,27,27.0,norm,0
agent019,5,29,29,28,28.0,norm,0
agent01a,5,32,30,29,29.0,norm,0
agent01b,5,32,30,30,30.0,norm,0
agent01c,5,29,29,28,28.0,norm,0
agent01d,5,32,30,30,30.0,norm,0
agent01e,5,30,30,28,28.0,norm,0
agent01f,5,32,29,30,30.0,norm,0
agent020,5,29,30,27,27.0,norm,0
agent021,5,34,29,31,31.0,norm,0
agent022,5,35,30,32,32.0,norm,0
agent023,5,31,29,31,31.0,norm eq. self,0
agent024,5,28,32,27,27.0,norm,0
agent025,5,29,32,28,28.0,norm,0
agent026,5,30,30,28,28.0,norm,0
agent027,5,29,32,27,27.0,norm,0
agent028,5,29,30,29,29.0,norm eq. self,0
agent029,5,30,29,29,29.0,norm,0
agent02a,5,32,30,30,30.0,norm,0
agent02b,5,29,30,28,28.0,norm,0
agent02c,5,32,30,30,30.0,norm,0
agent02d,5,29,29,28,28.0,norm,0
agent02e,5,32,30,31,31.0,norm,0
agent02f,5,30,29,28,28.0,norm,0
agent030,5,32,30,32,32.0,norm eq. self,0
agent031,5,34,30,32,32.0,norm,0
agent032,5,27,30,27,27.0,norm eq. self,0
agent033,5,32,29,29,29.0,norm,0
agent034,5,32,30,31,31.0,norm,0
agent035,5,32,29,31,31.0,norm,0
agent036,5,30,32,28,28.0,norm,0
agent037,5,29,29,28,28.0,norm,0
agent038,5,31,32,29,29.0,norm,0
agent039,5,29,29,28,28.0,norm,0
agent03a,5,29,30,28,28.0,norm,0
agent03b,5,34,30,31,31.0,norm,0
agent03c,5,29,29,27,27.0,norm,0
agent03d,5,32,29,31,31.0,norm,0
agent03e,5,33,30,31,31.0,norm,0
agent03f,5,28,29,28,28.0,norm eq. self,0
agent040,5,33,29,32,32.0,norm,0
agent041,5,30,29,30,30.0,norm eq. self,0
agent042,5,29,32,27,27.0,norm,0
agent043,5,30,29,28,28.0,norm,0
agent044,5,29,30,28,28.0,norm,0
agent045,5,29,30,28,28.0,norm,0
agent046,5,30,32,29,29.0,norm,0
agent047,5,34,30,32,32.0,norm,0
agent048,5,32,30,31,31.0,norm,0
agent049,5,30,32,29,29.0,norm,0
agent04a,5,30,30,29,29.0,norm,0
agent04b,5,32,30,30,30.0,norm,0
agent04c,5,32,30,31,31.0,norm,0
agent04d,5,30,32,29,29.0,norm,0
agent04e,5,28,30,27,27.0,norm,0
agent04f,5,33,30,31,31.0,norm,0
agent050,5,33,29,32,32.0,norm,0
agent051,5,32,30,32,32.0,norm eq. self,0
agent052,5,30,29,29,29.0,norm,0
agent053,5,31,32,30,30.0,norm,0
agent054,5,30,30,28,28.0,norm,0
agent055,5,29,30,28,28.0,norm,0
agent056,5,31,29,30,30.0,norm,0
agent057,5,31,30,30,30.0,norm,0
agent058,5,32,30,31,31.0,norm,0
agent059,5,29,32,27,27.0,norm,0
agent05a,5,30,29,28,28.0,norm,0
agent05b,5,33,29,31,31.0,norm,0
agent05c,5,33,29,31,31.0,norm,0
agent05d,5,31,29,30,30.0,norm,0
agent05e,5,32,30,30,30.0,norm,0
agent05f,5,29,30,27,27.0,norm,0
agent060,5,29,29,28,28.0,norm,0
agent061,5,29,30,28,28.0,norm,0
agent062,5,32,30,29,29.0,norm,0
agent063,5,29,30,27,27.0,norm,0
agent064,5,30,29,28,28.0,norm,0
agent065,5,30,30,30,30.0,norm eq. self,0
agent066,5,33,32,30,30.0,norm,0
agent067,5,30,29,29,29.0,norm,0
agent068,5,29,30,28,28.0,norm,0
agent069,5,32,30,30,30.0,norm,0
agent06a,5,31,29,29,29.0,norm,0
agent06b,5,30,29,29,29.0,norm,0
agent06c,5,33,30,30,30.0,norm,0
agent06d,5,30,29,29,29.0,norm,0
agent06e,5,29,30,28,28.0,norm,0
agent06f,5,32,29,32,32.0,norm eq. self,0
agent070,5,29,30,28,28.0,norm,0
agent071,5,30,29,30,30.0,norm eq. self,0
agent072,5,31,29,29,29.0,norm,0
agent073,5,30,29,29,29.0,norm,0
agent074,5,30,30,30,30.0,norm eq. self,0
agent075,5,31,29,30,30.0,norm,0
agent076,5,29,30,28,28.0,norm,0
agent077,5,27,32,26,26.0,norm,0
agent078,5,34,30,31,31.0,norm,0
agent079,5,29,29,27,27.0,norm,0
agent07a,5,30,29,29,29.0,norm,0
agent07b,5,30,30,29,29.0,norm,0
agent07c,5,31,30,29,29.0,norm,0
agent07d,5,28,29,27,27.0,norm,0
agent07e,5,32,32,29,29.0,norm,0
agent07f,5,32,30,29,29.0,norm,0
agent080,5,30,30,29,29.0,norm,0
agent081,5,28,29,27,27.0,norm,0
agent082,5,31,30,30,30.0,norm,0
agent083,5,30,32,29,29.0,norm,0
agent084,5,28,29,27,27.0,norm,0
agent085,5,27,29,26,26.0,norm,0
agent086,5,28,30,26,26.0,norm,0
agent087,5,31,32,31,31.0,norm eq. self,0
agent088,5,31,30,30,30.0,norm,0
agent089,5,29,30,29,29.0,norm eq. self,0
agent08a,5,29,29,29,29.0,norm eq. self,0
agent08b,5,31,29,28,28.0,norm,0
agent08c,5,33,30,31,31.0,norm,0
agent08d,5,31,29,29,29.0,norm,0
agent08e,5,33,30,31,31.0,norm,0
agent08f,5,31,29,30,30.0,norm,0
agent090,5,30,29,29,29.0,norm,0
agent091,5,30,32,29,29.0,norm,0
agent092,5,33,29,32,32.0,norm,0
agent093,5,31,29,30,30.0,norm,0
agent094,5,27,29,27,27.0,norm eq. self,0
agent095,5,30,30,30,30.0,norm eq. self,0
agent096,5,29,29,29,29.0,norm eq. self,1
agent097,5,31,29,30,30.0,norm,0
agent098,5,32,31,30,30.0,norm,0
agent099,5,32,30,31,31.0,norm,0
agent09a,5,30,32,28,28.0,norm,0
agent09b,5,32,30,29,29.0,norm,0
agent09c,5,30,32,30,30.0,norm eq. self,0
agent09d,5,31,29,30,30.0,norm,0
agent09e,5,32,32,29,29.0,norm,0
agent09f,5,29,30,28,28.0,norm,0
agent0a0,5,31,30,30,30.0,norm,0
agent0a1,5,31,30,30,30.0,norm,0
agent0a2,5,29,30,28,28.0,norm,0
agent0a3,5,29,32,28,28.0,norm,0
agent0a4,5,27,30,27,27.0,norm eq. self,0
agent0a5,5,29,30,29,29.0,norm eq. self,0
agent0a6,5,29,30,29,29.0,norm eq. self,0
agent0a7,5,32,30,31,31.0,norm,0
agent0a8,5,29,30,28,28.0,norm,0
agent0a9,5,31,29,30,30.0,norm,0
agent0aa,5,30,30,29,29.0,norm,0
agent0ab,5,32,29,30,30.0,norm,0
agent0ac,5,30,29,29,29.0,norm,1
agent0ad,5,28,29,26,26.0,norm,0
agent0ae,5,34,30,32,32.0,norm,0
agent0af,5,27,30,26,26.0,norm,0
agent0b0,5,30,29,29,29.0,norm,0
agent0b1,5,33,29,30,30.0,norm,0
agent0b2,5,30,29,29,29.0,norm,0
agent0b3,5,31,30,30,30.0,norm,0
agent0b4,5,28,30,27,27.0,norm,0
agent0b5,5,27,32,27,27.0,norm eq. self,0
agent0b6,5,30,29,30,30.0,norm eq. self,0
agent0b7,5,31,30,30,30.0,norm,0
agent0b8,5,30,32,28,28.0,norm,0
agent0b9,5,31,32,29,29.0,norm,0
agent0ba,5,32,30,30,30.0,norm,0
agent0bb,5,27,30,26,26.0,norm,0
agent0bc,5,30,30,28,28.0,norm,0
agent0bd,5,29,29,28,28.0,norm,0
agent0be,5,30,29,28,28.0,norm,0
agent0bf,5,30,29,30,30.0,norm eq. self,0
agent0c0,5,32,30,31,31.0,norm,0
agent0c1,5,31,29,30,30.0,norm,0
agent0c2,5,29,32,28,28.0,norm,0
agent0c3,5,33,29,32,32.0,norm,0
agent0c4,5,29,32,29,29.0,norm eq. self,0
agent0c5,5,29,32,29,29.0,norm eq. self,0
agent0c6,5,30,29,28,28.0,norm,0
agent0c7,5,32,30,29,29.0,norm,0
agent000,6,30,32,28,28.0,norm,0
agent001,6,29,32,28,28.0,norm,0
agent002,6,32,30,31,31.0,norm,0
agent003,6,28,30,27,27.0,norm,0
agent004,6,29,30,27,27.0,norm,0
agent005,6,31,30,30,30.0,norm,0
agent006,6,31,30,30,30.0,norm,0
agent007,6,28,30,28,28.0,norm eq. self,0
agent008,6,32,29,29,29.0,norm,0
agent009,6,29,29,29,29.0,norm eq. self,0
agent00a,6,31,30,31,31.0,norm eq. self,0
agent00b,6,29,29,28,28.0,norm,0
agent00c,6,31,30,30,30.0,norm,0
agent00d,6,35,30,33,33.0,norm,0
agent00e,6,30,30,29,29.0,norm,0
agent00f,6,32,30,30,30.0,norm,0
agent010,6,30,30,29,29.0,norm,0
agent011,6,30,30,29,29.0,norm,0
agent012,6,28,30,26,26.0,norm,0
agent013,6,30,32,30,30.0,norm eq. self,0
agent014,6,35,29,32,32.0,norm,0
agent015,6,30,31,28,28.0,norm,0
agent016,6,30,30,30,30.0,norm eq. self,0
agent017,6,34,30,31,31.0,norm,0
agent018,6,29,29,27,27.0,norm,0
agent019,6,29,29,28,28.0,norm,0
agent01a,6,32,32,29,29.0,norm,0
agent01b,6,32,29,30,30.0,norm,0
agent01c,6,29,30,28,28.0,norm,0
agent01d,6,32,30,30,30.0,norm,0
agent01e,6,30,30,28,28.0,norm,0
agent01f,6,32,29,30,30.0,norm,0
agent020,6,29,30,27,27.0,norm,0
agent021,6,34,29,31,31.0,norm,0
agent022,6,35,30,32,32.0,norm,0
agent023,6,31,29,31,31.0,norm eq. self,0
agent024,6,28,32,27,27.0,norm,0
agent025,6,29,32,28,28.0,norm,0
agent026,6,30,30,28,28.0,norm,0
agent027,6,29,32,27,27.0,norm,0
agent028,6,29,30,29,29.0,norm eq. self,0
agent029,6,30,29,29,29.0,norm,0
agent02a,6,32,31,30,30.0,norm,0
agent02b,6,29,30,28,28.0,norm,0
agent02c,6,32,30,30,30.0,norm,0
agent02d,6,29,29,28,28.0,norm,0
agent02e,6,32,30,31,31.0,norm,0
agent02f,6,30,29,28,28.0,norm,0
agent030,6,32,30,32,32.0,norm eq. self,0
agent031,6,34,30,32,32.0,norm,0
agent032,6,27,30,27,27.0,norm eq. self,0
agent033,6,32,29,29,29.0,norm,0
agent034,6,32,30,31,31.0,norm,0
agent035,6,32,29,31,31.0,norm,0
agent036,6,30,30,28,28.0,norm,0
agent037,6,29,29,28,28.0,norm,0
agent038,6,31,32,29,29.0,norm,0
agent039,6,29,29,28,28.0,norm,0
agent03a,6,29,30,28,28.0,norm,0
agent03b,6,34,30,31,31.0,norm,0
agent03c,6,29,29,27,27.0,norm,0
agent03d,6,32,29,31,31.0,norm,0
agent03e,6,33,29,31,31.0,norm,0
agent03f,6,28,29,28,28.0,norm eq. self,0
agent040,6,33,29,32,32.0,norm,0
agent041,6,30,29,30,30.0,norm eq. self,0
agent042,6,29,32,27,27.0,norm,0
agent043,6,30,29,28,28.0,norm,0
agent044,6,29,30,28,28.0,norm,0
agent045,6,29,30,28,28.0,norm,0
agent046,6,30,32,29,29.0,norm,0
agent047,6,34,30,32,32.0,norm,0
agent048,6,32,30,31,31.0,norm,0
agent049,6,30,32,29,29.0,norm,0
agent04a,6,30,30,29,29.0,norm,0
agent04b,6,32,30,30,30.0,norm,0
agent04c,6,32,30,31,31.0,norm,0
agent04d,6,30,32,29,29.0,norm,0
agent04e,6,28,30,27,27.0,norm,0
agent04f,6,33,30,31,31.0,norm,0
agent050,6,33,29,32,32.0,norm,0
agent051,6,32,30,32,32.0,norm eq. self,0
agent052,6,30,29,29,29.0,norm,0
agent053,6,31,32,30,30.0,norm,0
agent054,6,30,30,28,28.0,norm,0
agent055,6,29,30,28,28.0,norm,0
agent056,6,31,29,30,30.0,norm,0
agent057,6,31,30,30,30.0,norm,0
agent058,6,32,30,31,31.0,norm,0
agent059,6,29,32,27,27.0,norm,0
agent05a,6,30,29,28,28.0,norm,0
agent05b,6,33,29,31,31.0,norm,0
agent05c,6,33,29,31,31.0,norm,0
agent05d,6,31,30,30,30.0,norm,0
agent05e,6,32,30,30,30.0,norm,0
agent05f,6,29,30,27,27.0,norm,0
